Name,Prompt URL,Description,Prompt Tags,Type,Created time
Develop Online News Platform,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/develop_online_news_platform.md,"Create a comprehensive guide on developing an online platform for accurate news bulletins about African markets, focusing on user-friendly design and low data usage. The guide includes aspects such as research, technology, implementation, business strategies, and marketing.","App Development, Market Research, News",text,"January 6, 2025 8:01 AM"
Job Preparation Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/job_preparation_guide.md,"Create a comprehensive guide for complete beginners focusing on job preparation and securing remote work opportunities, covering steps from understanding key application documents to building confidence for interviews. Include actionable tasks and real-world examples to empower learners.","Career Advice, Job Search, Remote Work",text,"January 6, 2025 8:01 AM"
Transform Video Transcript,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/transform_video_transcript.md,"Transform a video transcript into a comprehensive learning tool by summarizing key insights, creating practical templates and exercises, embodying the expert's personality, and offering ongoing guidance, all while ensuring flexibility for other topics.","Coaching, Content Creation, Courses",text,"January 6, 2025 8:01 AM"
Copywriting Guidance Tool,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/copywriting_guidance_tool.md,"Create a ChatGPT prompt that provides structured guidance for specific copywriting tasks based on expert techniques from a two-hour video. The prompt should include objectives, instructions, examples, common pitfalls, and flexibility for various copywriting needs.","Content Creation, Marketing, Writing",text,"January 6, 2025 8:01 AM"
Corporate Tax Optimization,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/corporate_tax_optimization.md,"Analyze corporate tax laws across jurisdictions to identify optimization opportunities and ensure compliance for businesses in tax advisory. Focus on tax rates, business viability, payment obligations, international implications, and recommended structures.","Corporate Career, Legal, Taxes",text,"January 6, 2025 8:01 AM"
Transcribing TikTok Videos,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/transcribing_tiktok_videos.md,"Provide guidance on accurately transcribing audio from TikTok videos, including recommend tools and approaches. Suggest tips for overcoming challenges like multiple speakers and background noise, and offer automation options if available.","Content Creation, TikTok, Transcription",text,"January 6, 2025 8:01 AM"
Newsletter Development Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/newsletter_development_plan.md,"Create a detailed plan for developing and monetizing a newsletter on Substack, including niche identification, market research, a marketing plan, and monetization strategies. Utilize research tools to evaluate viability and profitability while suggesting strategies for content engagement and subscriber retention.","Content Creation, Email, Marketing",text,"January 6, 2025 8:01 AM"
Developing Transport App,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/developing_transport_app.md,"Create a detailed plan for a user-friendly goods transportation application between Zimbabwe and South Africa, emphasizing features like user interface, goods tracking, security, data utilization, and resource efficiency. Provide strategies for implementation, including recommendations for technologies and partnerships.","App Development, Technology, Transportation",text,"January 6, 2025 8:01 AM"
Content Creation Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/content_creation_guide.md,"Create a comprehensive guide for a content creator to help them develop engaging digital content, covering target audience identification, platform selection, content strategy, and ethical considerations. Include sections on content creation tips, engagement strategies, growth, and monetization options.","Content Creation, Marketing, Social Media",text,"January 6, 2025 8:01 AM"
Luxury Hospitality Training.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Luxury%20Hospitality%20Training.md,"Create comprehensive tourism and hospitality training content focused on luxury modern hospitality to educate students and professionals. The content should cover key features, trends, customer service excellence, operational skills, cultural competence, technological integration, and practical applications with evaluation methods.","Luxury Travel, Tourism, Training",text,"January 6, 2025 8:01 AM"
Strategies for Clearing Creditors' Debit Balances,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/strategies_for_clearing_creditors_debit_balances.md,"Create a comprehensive strategy for clearing creditors' debit balances, including definitions, common reasons for occurrence, negotiation methods, payment plans, accounting adjustments, and ongoing management tips. Discuss the impact of unresolved balances and provide case studies and relevant resources for effective management.","Accounting, Debt Management, Finance",text,"January 6, 2025 8:01 AM"
Career Exploration Prompt,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/career_exploration_prompt.md,"Create a ChatGPT prompt to help individuals discover potential career paths by exploring their interests, skills, work experience, and values. The prompt encourages research, networking, and consideration of further education to identify suitable careers.","Career Advice, Job Search, Networking",text,"January 6, 2025 8:01 AM"
Professional Development Plan.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Professional%20Development%20Plan.md,"Create a comprehensive plan focusing on improving job matching and CV updates in healthcare, generating online business ideas, utilizing chatbots, crafting professional emails, and working remotely. The plan will include strategies, tools, and guidance tailored to professional development and online business goals.","Career Advice, Freelancing, Remote Work",text,"January 6, 2025 8:01 AM"
Wellness Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/wellness_guide.md,"Create a comprehensive guide on general wellness by addressing effective workout routines, dietary supplements, popular biohacks for performance enhancement, and weight loss strategies with evidence-based information and practical tips for diverse audiences.","Diet, Fitness, Health",text,"January 6, 2025 8:01 AM"
Self Improvement Strategies.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Self%20Improvement%20Strategies.md,"Overview effective strategies for business and personal improvement, highlighting key principles of personal development like goal setting and time management. Provide practical tips for enhancing productivity and leadership while balancing personal growth with professional responsibilities.","Leadership, Productivity, Self-Improvement",text,"January 6, 2025 8:01 AM"
Poker Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/poker_guide.md,"Create a comprehensive guide on how to become an amazing poker player, covering poker basics, strategies, practice, mindset, etiquette, experience, and technology. Include resources for continuous learning and personal improvement.","Coaching, Games, Psychology",text,"January 6, 2025 8:01 AM"
Fact-Checking Norwegian Content,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/fact-checking_norwegian_content.md,"Guide on using AI, particularly ChatGPT, for fact-checking Norwegian texts. Includes strategies, best practices, additional resources, and maintaining AI reliability.","AI, Research, Writing",text,"January 6, 2025 8:01 AM"
Farm Marketing Strategy,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/farm_marketing_strategy.md,"Create a detailed marketing strategy for a family-friendly farm business in Texas, focusing on sustainable practices and various attractions such as a winery, barn rentals, and farm-to-table classes. Include specific marketing channels and community outreach efforts to enhance the farm's image and customer engagement.","Family, Marketing, Sustainability",text,"January 6, 2025 8:01 AM"
Create Financial Literacy Course.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Create%20Financial%20Literacy%20Course.md,"Create a comprehensive online course outline on Financial Literacy for kids that is engaging and age-appropriate. The outline should include components such as course objectives, modules, lesson plans, engagement strategies, and additional resources.","Courses, Financial Literacy, Kids",text,"January 6, 2025 8:01 AM"
Define Your Business Niche,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/define_your_business_niche.md,"Create a comprehensive guide on defining a niche when launching a business, covering aspects such as what a business niche is, steps for identification, common mistakes, and validation strategies, along with successful examples. The guide should be detailed and provide market research techniques.","Entrepreneur, Market Research, Small Business",text,"January 6, 2025 8:01 AM"
Terms And Conditions Document,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/terms_and_conditions_document.md,"Create a comprehensive Terms and Conditions document for a UK-based website that offers resources, coaching, and personalized roadmap development while ensuring legal compliance and community engagement. The document should include specifics on services offered, community interactions, geographical limitations, potential future marketing strategies, and a robust privacy policy.","Coaching, Legal, Privacy Policy",text,"January 6, 2025 8:01 AM"
Home Improvement Promotion.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Home%20Improvement%20Promotion.md,"Create promotional content for a home improvement company, focusing on creativity and effectiveness. Highlight unique selling points, target appropriately, detail service offerings, suggest visual strategies, craft a call to action, and identify promotion channels.","Content Creation, Home Improvement, Marketing",text,"January 6, 2025 8:01 AM"
Spatial Lab Discussion Points,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/spatial_lab_discussion_points.md,Edit the conversation points for a meeting with Matt Forrest to discuss leveraging his Spatial Lab services for learning and app development in the geospatial industry from both founder and developer perspectives.,"App Development, Courses, Startups",text,"January 6, 2025 8:01 AM"
Job Application Preparation Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/job_application_preparation_guide.md,"Create a comprehensive guide for job seekers with minimal experience, detailing steps for job listing analysis, tailored CV/resume creation, cover letter crafting, interview preparation, and application strategies. Emphasize utilizing transferable skills from experiences like running a YouTube channel.","Career Advice, Job Interview, Resume",text,"January 6, 2025 8:01 AM"
Before And After House Showcase.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Before%20And%20After%20House%20Showcase,Create an image prompt for a realistic before-and-after showcase of a transformed house to illustrate house raising projects. Ensure both images maintain key architectural features and details while adapting to specific design styles for social media sharing.,"Home Decor, Real Estate, Social Media",text,"January 6, 2025 8:01 AM"
Create Logo,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_logo.md,"Design a modern and clean logo for 'Godel Space,' focusing on geospatial technology and AI. The logo should incorporate themes of innovation, precision, and the brand's futuristic vision.","Graphic Design, Startups, Technology",text,"January 6, 2025 8:01 AM"
Create Excel Assignment Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_excel_assignment_guide.md,"Edit an assignment project by providing a detailed outline, explanations, and necessary calculations before transferring the final work to an Excel sheet with formatting guidelines. Include step-by-step instructions and suggest tools or techniques for accurate presentation in Excel.","Data, Education, Excel",text,"January 6, 2025 8:01 AM"
Predicting Road Deterioration,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/predicting_road_deterioration.md,"Create a detailed plan for a software system to predict road deterioration in the civil engineering sector, addressing mechanisms, key features, algorithms, challenges, and user interface design. Include considerations for leveraging existing business memory to enhance software functionality.","Data Science, Software, Technology",text,"January 6, 2025 8:01 AM"
Create Content Strategy,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_content_strategy.md,"Create a comprehensive content strategy for a brand that encompasses the brand's overview, target audience analysis, content objectives, types and channels, content calendar, tone and style, performance metrics, and competitor analysis. Include clarifying questions to ensure understanding of the task before proceeding.","Content Creation, Marketing, Strategy",text,"January 6, 2025 8:01 AM"
Analyze Target Audience,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_target_audience.md,"Create a detailed analysis of the target audience for a product or service by identifying primary and secondary audiences, analyzing consumer behavior, and evaluating channels, competition, and cultural factors. Outline the customer journey and methods for feedback and adaptation to refine targeting strategies.","Feedback, Market Research, Target Audience",text,"January 6, 2025 8:01 AM"
Direct Response Marketing Strategy,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/direct_response_marketing_strategy.md,"Create a comprehensive plan to become the leading direct response marketer for owner-operated businesses, covering essential skills, effective strategies, and a step-by-step guide for successful marketing campaigns. Include methods for networking and evaluating marketing success in this niche.","Marketing, Networking, Small Business",text,"January 6, 2025 8:01 AM"
Create UGC Script.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_ugc_script.md,"Create an engaging and viral user-generated content (UGC) script for a skincare brand ad aimed at encouraging social media users to purchase the brand's products. The script should capture attention quickly, communicate product benefits effectively, and include testimonials, demonstrations, and a clear call-to-action.","Beauty, Marketing, Social Media",text,"January 6, 2025 8:01 AM"
Create Faceless Video Content,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_faceless_video_content.md,"Investigate the platform Blotato's capabilities for creating and sharing faceless videos, detailing its functionalities, and comparing it with similar platforms. Provide tips for maximizing Blotato for faceless video content creation.","Content Creation, Technology, Video Script",text,"January 6, 2025 8:01 AM"
Create Compelling Website Copy,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_compelling_website_copy.md,"Create compelling and on-brand copy for a kitchen renovation company website, ensuring the content is well-written, clear, and free from repetition or keyword stuffing. Focus on brand alignment, audience engagement, content structure, unique selling propositions, proofreading, and SEO best practices.","Content Creation, Marketing, SEO",text,"January 6, 2025 8:01 AM"
Create Investigation Visualization,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_investigation_visualization.md,"Summarize the provided text effectively by highlighting the main ideas and key points. After summarizing, guide the user through a visualization exercise designed to help them deeply understand and internalize these key points.","Self-Improvement, Summary, Visualization",text,"January 6, 2025 8:01 AM"
Start AI Agency Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/start_ai_agency_guide.md,"Develop a beginner-friendly AI agency business idea focused on practical solutions for businesses or individuals while considering the user's lack of prior experience in AI or entrepreneurship. Provide insights on potential niches, simple business models, and validation methods to grow and scale the business over time.","AI, Entrepreneur, Startups",text,"January 6, 2025 8:01 AM"
Review Airbnb Stay,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/review_airbnb_stay.md,"Create a detailed review of an Airbnb stay, focusing on location, host interaction, amenities, comfort, highlights, drawbacks, and overall experience. Ask clarifying questions for accuracy and confidence in completing the task.","Rental Tips, Travel, Writing",text,"January 6, 2025 8:01 AM"
Annual Life Goals Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/annual_life_goals_plan.md,"Create a comprehensive Annual Plan for 2025 that includes goals across various aspects of life, such as professional, health, financial, relationships, and learning. Provide specific strategies and examples to help achieve those goals while considering interdependencies and maintaining motivation.","Personal Finance, Relationships, Self-Improvement",text,"January 6, 2025 8:01 AM"
Rewrite Article,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/rewrite_article.md,"Edit a previously published article by analyzing its structure, tone, and style to preserve key themes while enhancing clarity and engagement. Provide a coherent draft of the rewritten article and identify areas needing updated information for relevance and accuracy.","Content Creation, Research, Writing",text,"January 6, 2025 8:01 AM"
Digital Marketing Strategy with AI,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/digital_marketing_strategy_with_ai.md,"Create a detailed digital marketing strategy using AI tools, specifying their roles in various activities, including customer segmentation and content creation. Include an implementation plan, performance metrics, and insights on the latest trends and innovations in digital marketing.","AI, Marketing, Social Media",text,"January 6, 2025 8:01 AM"
Analyze News Content Generation,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_news_content_generation.md,"Create a comprehensive article in the 'News Analysis' category, focusing on current trending news topics. Include researched insights and SEO optimization, while recommending the best AI platform for such content creation.","Content Creation, News, SEO",text,"January 6, 2025 8:01 AM"
Business Plan Creation,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/business_plan_creation.md,"Create a detailed business plan for a new business venture, covering sections such as executive summary, market analysis, products or services, and financial projections. Include relevant supportive documents and ask clarifying questions for better understanding.","Entrepreneur, Market Research, Small Business",text,"January 6, 2025 8:01 AM"
Productivity in Marketing.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Productivity%20in%20Marketing,"Edit a prompt that provides marketers with strategies for time management, distraction reduction, task automation, and goal tracking to enhance productivity. Include tools and resources while addressing specific challenges in marketing roles.","Marketing, Productivity, Time Management",text,"January 6, 2025 8:01 AM"
Survey Analysis Report,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/survey_analysis_report.md,"Create a comprehensive report analyzing a survey for the Armenian community in Toronto, summarizing key findings, community needs, and challenges. Include recommendations for community projects and programs tailored from the perspective of the Youth Program Coordinator.","Community, Culture, Surveys",text,"January 6, 2025 8:01 AM"
AI Project Management Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/ai_project_management_guide.md,"Create a comprehensive guide on how AI, especially ChatGPT, can assist project managers with various tasks such as scheduling, budget planning, tracking progress, stakeholder communication, and workflow optimization. Provide actionable resources and exercises for beginners to improve their project management skills.","AI, Productivity, Project Management",text,"January 6, 2025 8:01 AM"
Create Wellness Blog Plan,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_wellness_blog_plan.md,"Create a comprehensive content hub blog plan for a new wellness and health blog that covers key topics, research sources, content structure, SEO strategies, engagement methods, monetization strategies, and the importance of up-to-date information.","Blog, Health, SEO",text,"January 6, 2025 8:01 AM"
Create PhD Research Proposal,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_phd_research_proposal.md,"Assist in developing a comprehensive PhD research proposal by clarifying the topic, conducting a literature review, formulating research questions, suggesting methodology, articulating significance, and outlining resources and timeline.","Education, Research, Writing",text,"January 6, 2025 8:01 AM"
Automated Digital Marketing Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/automated_digital_marketing_guide.md,"Create a comprehensive guide on automated digital marketing services, including definitions, key components, benefits, types of platforms, implementation strategies, case studies, and future trends.","Automation, Digital Marketing, Marketing",text,"January 6, 2025 8:01 AM"
Project Management for ERP.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Project%20Management%20for%20ERP,"Create a detailed guide on project management in the IT sector focused on ERP systems, covering topics such as best practices, phases, challenges, roles, and tools. Include an introduction, methodologies, common issues with solutions, and case studies to enhance understanding.","ERP, IT, Project Management",text,"January 6, 2025 8:01 AM"
E-commerce Skills and Time Management,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/e-commerce_skills_and_time_management.md,"Provide a beginner-friendly overview of essential e-commerce skills for starting an affiliate marketing business, including market research, content creation, SEO, and digital marketing. Suggest effective time management strategies, coping mechanisms for overwhelm, and recommend resources to assist in skill acquisition and business development.","Affiliate Marketing, E-commerce, Time Management",text,"January 6, 2025 8:01 AM"
Summarize And Extract Action Items,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/summarize_and_extract_action_items.md,"Edit a prompt for a voice recording/transcription app to summarize content, extract action items, ensure clarity and accuracy, and replicate efficient functionality from similar tools. The app should also include mechanisms for clarification and feedback to improve future recordings.","AI, Analysis, Productivity",text,"January 6, 2025 8:01 AM"
AI Innovation Center Development.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/AI%20Innovation%20Center%20Development.md,"Outline a plan for developing an AI Innovation Center and 1000 residential units on a 50-acre site in Tampa, Florida, considering site development, technological infrastructure, and community integration. Provide strategies for website development and key stakeholder questions for project alignment.","AI, Project Management, Technology",text,"January 6, 2025 8:01 AM"
Create Twitter Thread,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_twitter_thread.md,"Analyze an article to identify its key points and themes, then transform this analysis into a compelling Twitter thread with engaging language and structure. Ensure the thread is coherent, includes relevant hashtags, and concludes with a call to action for reader interaction.","Content Creation, Social Media, Writing",text,"January 6, 2025 8:01 AM"
Transform YouTube Transcript.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Transform%20YouTube%20Transcript,"Transform a YouTube transcript into an engaging ebook, create an appealing ebook cover, and develop a promotional social media post for platforms like LinkedIn and Twitter. Ensure clarity, logical flow, and audience engagement while preserving the original message of the content.","Books, Content Creation, Social Media",text,"January 6, 2025 8:01 AM"
Create Marketing Sales Letter,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_marketing_sales_letter.md,"Create a marketing sales letter that captures attention, clearly introduces the product, highlights features and benefits, differentiates from competitors, and includes a persuasive call to action while addressing potential objections.","Marketing, Sales, Writing",text,"January 6, 2025 8:01 AM"
Create Cyber Summary,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_cyber_summary.md,"Extract key insights from a cybersecurity article, identify main themes, and construct a Twitter thread that links these insights with an educational and engaging tone.","Content Creation, Cybersecurity, Twitter",text,"January 6, 2025 8:01 AM"
Become An Affiliate.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Become%20An%20Affiliate,"Edit the typical process of becoming an affiliate for Blotato, including steps, qualifications, and how to express interest. Advise on preparations for acceptance and typical terms of the affiliate program.","Affiliate Marketing, E-commerce, Passive Income",text,"January 6, 2025 8:01 AM"
Peterbilt Truck Parts Course Outline,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/peterbilt_truck_parts_course_outline.md,"Create a comprehensive course outline on Peterbilt truck parts for training, covering topics like truck history, parts identification, maintenance, and teaching methods. Include structured frameworks with lesson plans and safety protocols to enhance learning for students and staff.","Courses, Students, Training",text,"January 6, 2025 8:01 AM"
Business Plan Zimbabwe.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Business%20Plan%20Zimbabwe,"Create a detailed plan for starting a business in Zimbabwe, covering business name suggestions, website development strategies, business setup considerations, marketing strategies, and available resources for new businesses. The plan should be comprehensive, taking into account the local cultural context and market needs.","Marketing, Small Business, Web Development",text,"January 6, 2025 8:01 AM"
Create Marketing Sales Letter Outline,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_marketing_sales_letter_outline.md,"Create a comprehensive outline for a marketing sales letter that includes essential components such as a compelling heading, engaging introduction, problem identification, solution presentation, benefits, testimonials, call to action, guarantee, closing, and a P.S. statement. This outline aims to guide writers in crafting effective sales letters that capture readers' attention and drive conversions.","Copywriting, Marketing, Sales",text,"January 6, 2025 8:01 AM"
Create Marketing eBook,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_marketing_ebook.md,"Rewrite an existing PDF into a 25,000-word eBook using marketing insights inspired by David Ogilvy. Incorporate storytelling elements, innovative strategies, and actionable advice while ensuring the content is engaging and professionally organized.","Books, Content Creation, Marketing",text,"January 6, 2025 8:01 AM"
Analyze Data Insights,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_data_insights.md,"Analyze the provided raw data to identify key insights, patterns, trends, or anomalies. Create visual representations of the findings and suggest interpretations or next steps based on the analysis.","Data, Research, Visualizations",text,"January 6, 2025 8:01 AM"
Find AI Tools for Data Analysis,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/find_ai_tools_for_data_analysis.md,"Create a comprehensive ChatGPT prompt for identifying and evaluating AI tools for data analysis, including how to use them for visualizations and deriving insights. Provide guidance on requirements, main features, examples of successful projects, and best practices in using these tools.","AI, Data, Visualizations",text,"January 6, 2025 8:01 AM"
Songwriting Success Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/songwriting_success_guide.md,"Create a detailed guide for becoming a successful songwriter in the UK, covering skills development, education, networking, portfolio creation, industry understanding, and local opportunities. Emphasize the importance of resilience and staying updated with industry trends.","Career Advice, Music, Networking",text,"January 6, 2025 8:01 AM"
Optimize Content for SEO,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/optimize_content_for_seo.md,"Create a comprehensive guide on optimizing content for SEO, covering keyword strategies, keyword placement, on-page SEO elements, internal linking, user search intent, and competitive analysis. Integrate current best practices and innovative strategies to maintain a competitive edge.","Content Creation, Marketing, SEO",text,"January 6, 2025 8:01 AM"
Transforming AI Text.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/transforming_ai_text.md,Explore techniques to modify AI-generated text to mimic human writing while understanding AI detection mechanics. Discuss ethical implications and provide examples to illustrate the effectiveness of these methods.,"AI, Content Creation, Ethics",text,"January 6, 2025 8:01 AM"
Analyze Diet Impact,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/analyze_diet_impact.md,"Create a comprehensive analysis prompt to derive insights and suggest visualizations for research data on diet, nutrition, lifestyle habits, and cognitive resilience, including data cleaning, statistical analysis, insight generation, and reporting techniques.","Data, Diet, Research",text,"January 6, 2025 8:01 AM"
AI Database Management Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/AI%20Database%20Management%20Guide.md,"Create a comprehensive guide on effectively using AI to manage and analyze a REDCap database, including tool identification, data extraction simplification, maximizing data utility, and implementation considerations. Address best practices, challenges, and AI-driven techniques for optimal data usage.","AI, Data, Data Science",text,"January 6, 2025 8:01 AM"
Homocysteine Measurement Organizations,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/homocysteine_measurement_organizations.md,"List both private and government organizations that measure homocysteine levels, detailing their optimum ranges, insights on low levels, and citing accurate sources.","Health, Medical, Research",text,"January 6, 2025 8:01 AM"
Content Creation Guide,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/content_creation_guide.md,"Create a comprehensive guide on content creation, covering its definition, types, strategy development, quality production tips, success measurement, trends, repurposing, and overcoming challenges. Include research techniques and tools for analytics.","Content Creation, Marketing, Personal Brand",text,"January 6, 2025 8:01 AM"
Create Academic Paper,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/create_academic_paper.md,"Write a 2000-2500 word seminar paper on a chosen company, assuming a specific role and providing a critical evaluation of the company's strategy or operations. Ensure proper structure, citations, and adherence to APA formatting standards.","Corporate Career, Research, Writing",text,"January 6, 2025 8:01 AM"
Transform Book into Course.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Transform%20Book%20into%20Course,"Edit a book on empowering family carers of people with dementia into an engaging online course by analyzing content, suggesting improvements, creating a course outline, and effective delivery strategies. Include interactive elements and visually appealing materials to enhance learning and engagement for family carers.","Courses, Family, Public Speaking",text,"January 6, 2025 8:01 AM"
Create Presentation Deck.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Create%20Presentation%20Deck.md,"Assist in generating content and design for a high-quality presentation deck focused on sales and marketing. Provide tips on content creation, design, and presentation techniques tailored to various audience types.","Content Creation, Presentation, Sales",text,"January 6, 2025 8:01 AM"
Optimize Website SEO and UX,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/optimize_website_seo_and_ux.md,"Create a comprehensive guide on optimizing website SEO and UX, focusing on website structure, SEO best practices, and steps to improve website rankings. Include practical examples and actionable tips to ensure effective understanding and implementation.","Content Creation, SEO, Web Development",text,"January 6, 2025 8:01 AM"
Funding Opportunities for Biobank.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Funding%20Opportunities%20for%20Biobank,"Identify funding opportunities for a cognitive health-focused biobank, including government grants, private sector funding, and non-profit organizations. Assess grant requirements and suggest potential strategic partnerships for support.","Funding, Health, Research",text,"January 6, 2025 8:01 AM"
Career Plan for Engineers,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/career_plan_for_engineers.md,"Create a comprehensive career plan for young engineers in the high technology industry, focusing on achievable steps towards their dream careers over the next 3 to 5 years. Include potential career paths, skills acquisition strategies, goal setting, actionable plans for career enhancement, continuous learning resources, and work-life balance advice.","Career Advice, Tech Trends, Work Life Balance",text,"January 6, 2025 8:01 AM"
Strategies for KDP Monetization,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/strategies_for_kdp_monetization.md,"Provide effective strategies for earning money through Kindle Direct Publishing (KDP) while residing in a country not eligible for monetization, specifically Serbia. Explore options for setting up business entities, using third-party services, discussing workarounds,alternate revenue streams, and considering tax/legal implications.","E-commerce, Passive Income, Small Business",text,"January 6, 2025 8:01 AM"
Building A Music Career.md,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/Building%20A%20Music%20Career,"Create a comprehensive guide on establishing a successful career in the music industry, addressing key areas such as career pathways, skill development, networking strategies, marketing, monetization, industry insights, and goal setting. Emphasize the importance of education, connections, and staying motivated amidst challenges.","Career Advice, Music, Networking",text,"January 6, 2025 8:01 AM"
Autism Research Overview,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/autism_research_overview.md,"Overview of the latest research on autism, covering causes, interventions, and emerging trends in treatment. It emphasizes recent studies, controversies in the scientific community, and future directions for understanding and addressing autism.","Health, Psychology, Research",text,"January 6, 2025 8:01 AM"
Motivation Guidelines Calendar,https://github.com/Steeve-Bennett-aka-MChoquette/prompts/blob/main/motivation_guidelines_calendar.md,"Create a comprehensive guideline for staying motivated and tracking progress effectively, structured as a calendar. It should include daily tasks, weekly reviews, goal-setting strategies, motivational quotes, and progress tracking methods while considering the sharing etiquette of posts.","Motivation, Productivity, Self-Improvement",text,"January 6, 2025 8:01 AM"
